x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,y
30,blue-collar,married,primary,no,no,may,cell,208,1,999,1,-1.8,92.893,-46.2,1.327,5099.1,FALSE
37,blue-collar,married,professional,no,no,may,phone,336,1,999,0,1.1,93.994,-36.4,4.858,5191,FALSE
35,management,single,university,no,yes,nov,cell,214,1,999,0,-0.1,93.2,-42,4.191,5195.8,FALSE
45,services,married,middle,no,no,may,phone,187,1,999,0,1.1,93.994,-36.4,4.855,5191,FALSE
29,blue-collar,single,middle,yes,no,jun,phone,76,1,999,0,1.4,94.465,-41.8,4.947,5228.1,FALSE
44,blue-collar,married,unknown,no,no,jun,phone,239,1,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
66,retired,married,high,no,no,mar,cell,618,1,999,0,-1.8,93.369,-34.8,0.646,5008.7,FALSE
25,student,single,university,yes,yes,may,cell,700,3,999,0,-1.8,92.893,-46.2,1.291,5099.1,FALSE
34,blue-collar,single,university,yes,no,may,cell,321,2,999,0,-1.8,92.893,-46.2,1.299,5099.1,FALSE
25,blue-collar,single,professional,no,no,jun,phone,559,1,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
37,technician,married,professional,yes,no,aug,cell,97,4,999,0,1.4,93.444,-36.1,4.965,5228.1,FALSE
58,technician,married,primary,yes,no,oct,phone,88,1,999,0,-3.4,92.431,-26.9,0.74,5017.5,FALSE
33,blue-collar,married,primary,yes,no,oct,phone,99,3,3,1,-3.4,92.431,-26.9,0.743,5017.5,FALSE
38,admin,married,university,no,no,aug,cell,85,5,999,0,1.4,93.444,-36.1,4.965,5228.1,FALSE
34,services,married,high,yes,yes,jun,phone,165,2,999,0,1.4,94.465,-41.8,4.967,5228.1,FALSE
49,management,married,professional,yes,no,may,phone,107,2,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
35,services,single,high,no,yes,may,phone,198,1,999,0,1.1,93.994,-36.4,4.856,5191,FALSE
41,unemployed,single,primary,no,no,jun,cell,170,1,999,0,-2.9,,-40.8,1.26,5076.2,FALSE
40,blue-collar,married,high,no,no,may,phone,1028,2,999,0,1.1,93.994,-36.4,4.859,5191,TRUE
39,entrepreneur,married,professional,yes,no,nov,cell,997,2,999,0,-0.1,93.2,-42,4.076,5195.8,FALSE
48,technician,married,university,yes,no,aug,cell,247,1,999,0,1.4,93.444,-36.1,4.965,5228.1,FALSE
38,technician,married,university,yes,yes,may,cell,121,1,999,0,-1.8,92.893,-46.2,1.334,5099.1,FALSE
28,student,single,middle,yes,no,mar,cell,156,1,999,0,-1.8,92.843,-50,1.799,5099.1,TRUE
45,self-employed,divorced,university,no,yes,may,cell,133,1,999,0,-1.8,92.893,-46.2,1.25,5099.1,FALSE
55,admin,divorced,university,yes,no,may,phone,74,2,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
37,unemployed,married,professional,no,no,may,phone,140,1,999,0,1.1,93.994,-36.4,4.855,5191,FALSE
38,entrepreneur,single,primary,yes,yes,apr,cell,7,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,FALSE
31,technician,single,professional,yes,no,aug,cell,122,4,999,0,1.4,93.444,-36.1,4.964,5228.1,FALSE
45,services,single,professional,no,no,may,phone,225,4,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
33,services,married,high,yes,no,jul,cell,548,2,999,0,1.4,93.918,-42.7,4.959,5228.1,FALSE
42,management,single,university,no,yes,apr,cell,144,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,FALSE
57,entrepreneur,single,university,no,yes,apr,cell,7,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,FALSE
27,blue-collar,single,middle,yes,yes,may,cell,623,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,TRUE
33,admin,married,university,yes,no,sep,phone,217,2,999,0,-1.1,94.199,-37.5,0.878,4963.6,FALSE
30,services,married,high,yes,no,may,phone,502,1,999,0,1.1,93.994,-36.4,4.856,5191,FALSE
35,blue-collar,single,unknown,no,yes,jun,phone,1114,1,999,0,1.4,94.465,-41.8,4.967,5228.1,FALSE
26,technician,single,professional,yes,no,jun,phone,160,3,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
28,admin,single,high,yes,no,mar,cell,181,2,999,0,-1.8,92.843,-50,1.538,5099.1,FALSE
48,self-employed,divorced,university,no,no,may,cell,661,3,999,0,-1.8,93.876,-40,0.69,5008.7,TRUE
35,entrepreneur,married,high,yes,no,nov,cell,131,2,999,0,-0.1,93.2,-42,4.191,5195.8,FALSE
42,technician,married,professional,yes,no,jul,cell,77,3,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
32,entrepreneur,divorced,high,yes,no,may,cell,103,2,999,0,-1.8,92.893,-46.2,1.266,5099.1,FALSE
30,technician,divorced,professional,no,yes,jul,cell,808,1,999,0,1.4,93.918,-42.7,4.963,5228.1,TRUE
32,blue-collar,married,middle,no,no,may,phone,490,1,999,0,1.1,93.994,-36.4,4.858,5191,FALSE
49,entrepreneur,married,university,no,yes,apr,cell,281,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,FALSE
48,admin,married,university,yes,no,may,phone,105,2,999,0,1.1,93.994,-36.4,4.858,5191,FALSE
54,retired,divorced,primary,yes,no,jul,cell,498,1,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
30,blue-collar,married,middle,yes,no,jun,phone,185,1,999,0,1.4,94.465,-41.8,4.967,5228.1,FALSE
26,admin,single,high,no,no,jul,cell,226,4,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
31,blue-collar,married,primary,no,no,may,phone,157,1,999,0,1.1,93.994,-36.4,4.855,5191,FALSE
33,services,married,high,no,no,may,phone,145,4,999,0,1.1,93.994,-36.4,4.858,5191,FALSE
32,technician,single,professional,yes,yes,aug,cell,84,2,999,0,1.4,93.444,-36.1,4.963,5228.1,FALSE
39,admin,married,high,yes,no,aug,cell,154,3,999,0,1.4,93.444,-36.1,4.965,5228.1,FALSE
34,admin,divorced,university,no,no,aug,cell,105,1,999,0,1.4,93.444,-36.1,4.965,5228.1,FALSE
30,blue-collar,single,primary,yes,no,may,phone,72,3,999,0,1.1,93.994,-36.4,4.864,5191,FALSE
32,blue-collar,married,primary,no,no,apr,cell,772,2,999,1,-1.8,93.075,-47.1,1.41,5099.1,FALSE
43,admin,divorced,high,yes,no,may,phone,88,6,999,0,1.1,93.994,-36.4,4.859,5191,FALSE
38,entrepreneur,divorced,university,yes,no,may,phone,275,2,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
32,self-employed,single,university,yes,no,apr,cell,441,2,999,0,-1.8,93.075,-47.1,1.365,5099.1,FALSE
35,management,divorced,university,no,yes,aug,cell,116,7,999,0,1.4,93.444,-36.1,4.965,5228.1,FALSE
29,admin,single,university,yes,no,jul,phone,211,1,999,0,1.4,93.918,-42.7,4.966,5228.1,FALSE
56,services,married,high,yes,no,jun,phone,75,14,999,0,1.4,94.465,-41.8,4.959,5228.1,FALSE
50,blue-collar,married,primary,no,no,apr,cell,246,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,FALSE
30,entrepreneur,married,middle,no,no,jun,phone,153,2,999,0,1.4,94.465,-41.8,4.947,5228.1,FALSE
44,technician,married,university,yes,yes,apr,cell,504,2,999,0,-1.8,93.075,-47.1,1.365,5099.1,TRUE
25,admin,single,high,no,no,jul,phone,184,21,999,0,1.4,93.918,-42.7,4.96,5228.1,FALSE
39,admin,married,university,yes,no,jun,phone,52,1,999,1,-1.7,94.055,-39.8,0.742,4991.6,FALSE
59,blue-collar,married,primary,yes,no,aug,cell,96,1,999,0,1.4,93.444,-36.1,4.963,5228.1,FALSE
27,management,single,high,yes,yes,jun,phone,23,4,999,0,1.4,94.465,-41.8,4.959,5228.1,FALSE
58,housemaid,married,primary,yes,no,jul,cell,92,1,999,0,1.4,93.918,-42.7,4.961,5228.1,FALSE
29,admin,single,university,no,no,aug,cell,53,1,999,0,1.4,93.444,-36.1,4.964,5228.1,FALSE
48,services,divorced,high,yes,no,nov,cell,90,1,999,0,-0.1,93.2,-42,4.191,5195.8,FALSE
48,management,married,university,yes,no,aug,cell,207,3,999,1,-2.9,92.201,-31.4,0.825,5076.2,FALSE
37,blue-collar,married,primary,yes,no,may,phone,59,4,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
46,technician,married,professional,yes,no,aug,cell,721,5,999,0,1.4,93.444,-36.1,4.968,5228.1,FALSE
31,admin,single,high,yes,no,may,phone,177,2,999,0,1.1,93.994,-36.4,4.86,5191,FALSE
34,technician,single,university,yes,no,aug,cell,385,4,999,0,1.4,93.444,-36.1,4.968,5228.1,FALSE
54,blue-collar,married,primary,yes,no,aug,cell,86,3,999,0,1.4,93.444,-36.1,4.964,5228.1,FALSE
34,admin,married,university,no,no,may,cell,104,1,999,1,-1.8,92.893,-46.2,1.313,5099.1,FALSE
34,housemaid,married,primary,yes,no,may,phone,300,2,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
44,unemployed,married,professional,no,no,aug,cell,105,2,999,0,1.4,93.444,-36.1,4.968,5228.1,FALSE
57,self-employed,married,university,yes,no,nov,cell,208,3,999,1,-0.1,93.2,-42,4.021,5195.8,FALSE
24,blue-collar,single,middle,yes,no,jul,cell,590,3,999,0,1.4,93.918,-42.7,4.963,5228.1,FALSE
43,self-employed,divorced,middle,yes,no,may,cell,133,2,999,0,-1.8,92.893,-46.2,1.281,5099.1,FALSE
21,services,single,high,yes,no,jul,cell,344,3,999,0,1.4,93.918,-42.7,4.961,5228.1,FALSE
43,admin,married,university,yes,no,nov,cell,414,2,999,0,-0.1,93.2,-42,4.191,5195.8,FALSE
39,blue-collar,married,middle,yes,no,nov,cell,741,4,999,1,-0.1,93.2,-42,4.153,5195.8,TRUE
46,blue-collar,single,middle,yes,no,may,phone,541,3,999,0,1.1,93.994,-36.4,4.855,5191,TRUE
60,technician,married,high,no,no,jul,cell,590,8,999,0,1.4,93.918,-42.7,4.962,5228.1,TRUE
48,admin,married,high,yes,yes,may,phone,230,2,999,0,1.1,93.994,-36.4,4.855,5191,FALSE
46,blue-collar,married,primary,no,no,jul,cell,500,5,999,0,1.4,93.918,-42.7,4.96,5228.1,FALSE
88,retired,divorced,primary,yes,no,mar,cell,96,6,999,0,-1.8,92.843,-50,1.663,5099.1,FALSE
39,admin,married,high,yes,no,jun,phone,1084,1,999,0,1.4,94.465,-41.8,4.866,5228.1,FALSE
34,admin,single,high,no,no,jun,phone,423,1,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
44,admin,married,high,no,no,aug,cell,126,1,999,0,1.4,93.444,-36.1,4.965,5228.1,FALSE
28,admin,married,university,no,no,jul,cell,118,1,999,0,1.4,93.918,-42.7,4.963,5228.1,FALSE
46,services,divorced,middle,yes,no,may,cell,403,1,999,1,-1.8,92.893,-46.2,1.334,5099.1,FALSE
38,technician,single,professional,no,no,may,cell,201,5,999,0,-1.8,92.893,-46.2,1.244,5099.1,FALSE
39,technician,married,professional,yes,no,may,cell,346,1,999,1,-1.8,92.893,-46.2,1.313,5099.1,FALSE
30,admin,single,university,no,no,jun,cell,323,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,TRUE
58,unemployed,divorced,professional,no,yes,aug,cell,142,1,999,0,-2.9,92.201,-31.4,0.883,5076.2,FALSE
65,retired,married,primary,no,no,aug,cell,161,2,999,1,-2.9,92.201,-31.4,0.884,5076.2,TRUE
60,retired,married,university,yes,no,may,phone,576,1,999,0,1.1,93.994,-36.4,4.855,5191,FALSE
45,housemaid,married,primary,yes,no,may,phone,83,2,999,0,1.1,93.994,-36.4,4.856,5191,FALSE
53,blue-collar,married,high,no,no,may,phone,109,1,999,0,1.1,93.994,-36.4,4.856,5191,FALSE
35,admin,single,university,no,no,may,cell,60,1,999,1,-1.8,92.893,-46.2,1.281,5099.1,FALSE
45,technician,married,high,no,no,may,phone,81,2,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
47,admin,married,middle,no,no,aug,cell,177,1,999,0,1.4,93.444,-36.1,4.966,5228.1,FALSE
31,services,single,high,yes,no,nov,cell,452,2,999,0,-0.1,93.2,-42,4.076,5195.8,FALSE
29,admin,single,high,no,yes,jul,cell,130,3,999,0,1.4,93.918,-42.7,4.968,5228.1,FALSE
33,unemployed,single,middle,yes,no,aug,phone,5,1,999,0,-1.7,94.027,-38.3,0.889,4991.6,FALSE
41,admin,married,high,no,no,may,cell,270,3,999,0,-1.8,92.893,-46.2,1.25,5099.1,FALSE
37,admin,married,high,no,no,may,cell,547,1,999,0,-1.8,92.893,-46.2,1.299,5099.1,FALSE
36,admin,married,university,yes,no,oct,cell,66,1,999,0,-3.4,92.431,-26.9,0.754,5017.5,FALSE
32,management,married,high,no,no,aug,cell,160,1,999,0,1.4,93.444,-36.1,4.964,5228.1,FALSE
48,admin,married,unknown,yes,yes,aug,cell,246,7,999,0,1.4,93.444,-36.1,4.964,5228.1,FALSE
24,technician,single,university,yes,yes,nov,cell,467,3,6,3,-1.1,94.767,-50.8,1.049,4963.6,TRUE
37,self-employed,married,university,no,no,nov,cell,169,2,999,0,-0.1,93.2,-42,4.021,5195.8,FALSE
34,admin,married,university,yes,no,may,cell,915,2,999,0,-1.8,92.893,-46.2,1.264,5099.1,TRUE
35,admin,married,university,yes,no,jun,phone,134,3,999,0,1.4,94.465,-41.8,4.865,5228.1,FALSE
40,blue-collar,divorced,middle,no,no,jun,phone,575,1,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
31,unemployed,married,middle,yes,no,may,phone,43,1,999,0,-1.8,92.893,-46.2,1.281,5099.1,FALSE
38,technician,divorced,professional,yes,no,aug,cell,117,1,999,0,1.4,93.444,-36.1,4.966,5228.1,FALSE
55,blue-collar,married,middle,yes,yes,may,cell,299,1,999,0,-1.8,92.893,-46.2,1.281,5099.1,FALSE
31,admin,married,high,no,no,may,phone,313,2,999,0,1.1,93.994,-36.4,4.858,5191,FALSE
24,services,single,professional,yes,no,jul,cell,55,1,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
38,technician,divorced,professional,no,no,jun,phone,252,2,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
39,unemployed,married,university,yes,no,may,phone,168,2,999,0,1.1,93.994,-36.4,4.855,5191,FALSE
36,blue-collar,single,high,yes,no,may,phone,423,2,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
35,services,married,university,yes,no,aug,cell,122,1,999,0,1.4,93.444,-36.1,4.962,5228.1,FALSE
39,admin,married,high,yes,no,may,phone,514,5,999,0,1.1,93.994,-36.4,4.856,5191,FALSE
47,self-employed,married,professional,no,no,may,phone,446,2,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
55,blue-collar,married,middle,no,no,nov,cell,236,1,999,0,-0.1,93.2,-42,4.191,5195.8,FALSE
39,blue-collar,divorced,middle,no,no,may,cell,95,1,999,1,-1.8,92.893,-46.2,1.334,5099.1,FALSE
45,technician,divorced,university,no,no,may,cell,776,1,999,0,-1.8,92.893,-46.2,1.313,5099.1,TRUE
52,admin,married,university,yes,yes,may,cell,159,1,999,0,-1.8,92.893,-46.2,1.27,5099.1,FALSE
47,blue-collar,married,middle,yes,no,may,phone,185,7,999,0,1.1,93.994,-36.4,4.855,5191,FALSE
42,management,married,university,no,no,jun,phone,236,7,999,0,1.4,94.465,-41.8,4.864,5228.1,FALSE
42,admin,single,middle,yes,no,jul,cell,418,3,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
55,admin,married,primary,no,no,jun,phone,1469,9,999,0,1.4,94.465,-41.8,4.967,5228.1,TRUE
31,blue-collar,single,high,no,no,may,cell,451,1,999,1,-1.8,92.893,-46.2,1.266,5099.1,FALSE
47,housemaid,single,professional,yes,no,apr,cell,100,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,TRUE
28,blue-collar,married,primary,yes,no,may,phone,152,2,999,0,1.1,93.994,-36.4,4.856,5191,FALSE
39,blue-collar,married,high,yes,no,jul,cell,84,4,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
60,entrepreneur,married,primary,no,no,jun,phone,43,3,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
31,technician,single,university,no,no,jul,phone,211,3,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
30,retired,single,middle,no,no,may,cell,16,8,999,1,-1.8,92.893,-46.2,1.25,5099.1,FALSE
30,admin,single,university,no,no,may,cell,208,2,999,0,-1.8,92.893,-46.2,1.25,5099.1,FALSE
34,technician,married,university,yes,yes,jul,cell,483,3,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
27,admin,single,high,yes,no,jul,cell,340,1,999,0,1.4,93.918,-42.7,4.963,5228.1,FALSE
43,unemployed,married,middle,yes,no,may,phone,305,2,999,0,1.1,93.994,-36.4,4.855,5191,FALSE
43,technician,divorced,professional,yes,yes,jul,cell,180,7,999,0,1.4,93.918,-42.7,4.963,5228.1,FALSE
50,technician,married,professional,yes,yes,jun,phone,705,7,999,0,1.4,94.465,-41.8,4.959,5228.1,TRUE
31,admin,divorced,professional,yes,no,mar,cell,292,2,999,1,-1.8,93.369,-34.8,0.655,5008.7,TRUE
46,unemployed,married,professional,no,no,jul,cell,182,1,999,0,1.4,93.918,-42.7,4.961,5228.1,FALSE
62,technician,married,unknown,unknown,unknown,jul,cell,220,3,999,1,-1.7,94.215,-40.3,0.827,4991.6,TRUE
54,blue-collar,married,primary,yes,yes,aug,cell,111,1,999,0,1.4,93.444,-36.1,4.965,5228.1,FALSE
52,blue-collar,married,middle,no,no,jul,cell,393,3,999,0,1.4,93.918,-42.7,4.968,5228.1,FALSE
38,blue-collar,married,middle,no,no,jun,phone,1478,5,999,0,1.4,94.465,-41.8,4.959,5228.1,FALSE
54,technician,married,professional,yes,yes,nov,cell,46,1,999,0,-0.1,93.2,-42,4.12,5195.8,FALSE
33,unemployed,single,university,no,no,aug,cell,156,1,999,0,-2.9,92.201,-31.4,0.861,5076.2,FALSE
32,admin,divorced,university,no,no,aug,cell,197,5,999,0,1.4,93.444,-36.1,4.964,5228.1,FALSE
24,student,single,high,no,no,may,phone,597,1,999,0,1.1,93.994,-36.4,4.86,5191,FALSE
30,management,married,university,no,yes,jul,cell,465,2,999,0,1.4,93.918,-42.7,4.963,5228.1,FALSE
27,admin,married,university,no,yes,jul,cell,99,6,999,1,-2.9,92.469,-33.6,0.908,5076.2,TRUE
23,student,single,middle,yes,yes,sep,cell,218,3,6,2,-1.1,94.199,-37.5,0.879,4963.6,TRUE
34,admin,married,high,no,no,nov,cell,201,3,999,1,-0.1,93.2,-42,4.153,5195.8,FALSE
37,blue-collar,married,middle,yes,no,may,phone,138,1,999,0,1.1,93.994,-36.4,4.858,5191,FALSE
43,management,married,primary,yes,no,jun,phone,318,2,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
38,management,divorced,university,no,no,nov,cell,136,2,999,1,-0.1,93.2,-42,4.191,5195.8,FALSE
32,admin,married,high,yes,no,may,cell,128,1,999,1,-1.8,92.893,-46.2,1.334,5099.1,FALSE
57,blue-collar,married,unknown,yes,no,aug,cell,376,2,999,0,1.4,93.444,-36.1,4.967,5228.1,FALSE
32,self-employed,married,university,yes,no,nov,cell,70,1,999,0,-0.1,93.2,-42,4.12,5195.8,FALSE
42,entrepreneur,married,high,yes,no,nov,phone,164,2,999,1,-0.1,93.2,-42,4.191,5195.8,FALSE
31,blue-collar,married,middle,yes,yes,nov,cell,117,1,999,0,-0.1,93.2,-42,4.12,5195.8,FALSE
59,admin,divorced,university,yes,yes,aug,cell,323,2,999,0,1.4,93.444,-36.1,4.965,5228.1,FALSE
38,admin,married,university,yes,no,jul,cell,92,30,999,0,1.4,93.918,-42.7,4.961,5228.1,FALSE
31,admin,single,university,unknown,unknown,jul,cell,61,2,999,0,1.4,93.918,-42.7,4.963,5228.1,FALSE
29,self-employed,married,university,no,no,mar,cell,101,1,999,0,-1.8,92.843,-50,1.663,5099.1,FALSE
39,housemaid,married,primary,yes,yes,aug,cell,215,1,999,0,1.4,93.444,-36.1,4.964,5228.1,FALSE
52,housemaid,married,primary,yes,no,aug,cell,268,1,999,0,1.4,93.444,-36.1,4.964,5228.1,FALSE
30,management,married,university,yes,yes,jul,cell,229,4,999,0,1.4,93.918,-42.7,4.963,5228.1,FALSE
35,blue-collar,married,middle,yes,no,may,phone,405,5,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
44,management,married,university,no,no,nov,cell,277,1,999,0,-0.1,93.2,-42,4.076,5195.8,FALSE
38,services,married,high,no,no,jul,cell,127,1,999,0,1.4,93.918,-42.7,4.968,5228.1,FALSE
37,blue-collar,married,primary,no,no,may,cell,253,2,999,1,-1.8,92.893,-46.2,1.327,5099.1,FALSE
27,admin,single,university,no,no,jul,cell,130,1,999,0,1.4,93.918,-42.7,4.96,5228.1,FALSE
41,management,married,high,no,no,may,phone,77,1,999,0,1.1,93.994,-36.4,4.86,5191,FALSE
50,services,married,high,yes,no,jun,phone,235,1,999,0,1.4,94.465,-41.8,4.864,5228.1,FALSE
48,management,married,university,no,yes,nov,cell,591,1,999,1,-0.1,93.2,-42,4.021,5195.8,TRUE
43,management,married,high,no,no,nov,cell,226,1,999,0,-3.4,92.649,-30.1,0.714,5017.5,TRUE
36,blue-collar,married,primary,yes,no,may,cell,248,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,FALSE
54,self-employed,married,high,no,no,aug,cell,119,3,999,0,1.4,93.444,-36.1,4.963,5228.1,FALSE
34,blue-collar,married,middle,yes,no,may,cell,116,1,999,0,-1.8,92.893,-46.2,1.244,5099.1,FALSE
42,management,divorced,university,yes,no,may,phone,125,2,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
56,admin,married,middle,yes,yes,sep,cell,319,1,999,0,-1.1,94.199,-37.5,0.879,4963.6,TRUE
45,blue-collar,married,primary,yes,no,may,phone,276,3,999,0,1.1,93.994,-36.4,4.86,5191,FALSE
38,admin,married,primary,yes,no,jul,cell,294,3,999,0,1.4,93.918,-42.7,4.968,5228.1,FALSE
31,blue-collar,divorced,middle,no,no,may,phone,475,2,999,0,1.1,93.994,-36.4,4.86,5191,FALSE
43,services,married,high,yes,no,jun,phone,139,2,999,0,1.4,94.465,-41.8,4.959,5228.1,FALSE
44,blue-collar,married,professional,unknown,unknown,may,phone,189,2,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
29,management,married,university,yes,no,aug,cell,75,1,4,2,-2.9,92.201,-31.4,0.873,5076.2,FALSE
53,technician,married,high,yes,no,aug,cell,329,1,999,0,1.4,93.444,-36.1,4.967,5228.1,FALSE
36,blue-collar,married,primary,no,no,may,phone,544,2,999,0,1.1,93.994,-36.4,4.86,5191,FALSE
28,blue-collar,married,primary,no,no,may,phone,208,1,999,0,1.1,93.994,-36.4,4.855,5191,FALSE
52,services,married,university,yes,yes,jun,phone,516,2,999,0,1.4,94.465,-41.8,4.959,5228.1,FALSE
35,admin,single,high,no,no,may,phone,339,4,999,1,-1.8,92.893,-46.2,1.291,5099.1,FALSE
38,admin,divorced,university,no,no,may,cell,187,4,999,0,-1.8,92.893,-46.2,1.291,5099.1,FALSE
31,admin,married,university,yes,yes,may,cell,148,2,999,1,-1.8,92.893,-46.2,1.327,5099.1,FALSE
44,blue-collar,married,professional,no,no,oct,cell,283,1,999,2,-3.4,92.431,-26.9,0.739,5017.5,FALSE
59,services,married,professional,yes,no,sep,cell,251,3,2,4,-1.1,94.199,-37.5,0.883,4963.6,FALSE
25,admin,single,university,yes,no,jun,cell,93,2,999,0,-2.9,92.963,-40.8,1.262,5076.2,FALSE
51,admin,married,high,no,no,nov,cell,286,2,999,0,-0.1,93.2,-42,4.12,5195.8,FALSE
33,admin,single,university,no,no,aug,cell,69,14,999,0,1.4,93.444,-36.1,4.963,5228.1,FALSE
36,technician,married,professional,yes,no,may,cell,258,2,999,0,-1.8,92.893,-46.2,1.327,5099.1,FALSE
43,housemaid,single,middle,no,no,nov,cell,173,1,999,0,-0.1,93.2,-42,4.153,5195.8,FALSE
59,retired,married,university,no,yes,aug,cell,295,1,999,0,1.4,93.444,-36.1,4.965,5228.1,FALSE
41,blue-collar,married,primary,unknown,unknown,may,cell,314,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,FALSE
34,blue-collar,married,primary,no,no,may,cell,149,7,999,0,-1.8,92.893,-46.2,1.25,5099.1,FALSE
48,services,married,high,yes,yes,aug,cell,101,1,999,0,1.4,93.444,-36.1,4.963,5228.1,FALSE
34,admin,single,middle,yes,no,jun,phone,148,5,999,0,1.4,94.465,-41.8,4.947,5228.1,FALSE
36,admin,married,university,no,no,aug,cell,97,3,999,0,1.4,93.444,-36.1,4.963,5228.1,FALSE
37,technician,married,university,yes,no,aug,cell,138,3,999,0,1.4,93.444,-36.1,4.964,5228.1,FALSE
33,admin,married,high,yes,no,may,phone,67,2,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
42,admin,married,university,no,no,may,phone,42,4,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
38,admin,married,university,no,no,aug,cell,1126,3,999,0,1.4,93.444,-36.1,4.962,5228.1,TRUE
46,admin,divorced,high,no,yes,may,phone,178,5,999,0,1.1,93.994,-36.4,4.858,5191,FALSE
31,entrepreneur,married,middle,no,no,may,phone,359,2,999,0,1.1,93.994,-36.4,4.856,5191,FALSE
27,blue-collar,single,middle,yes,yes,may,cell,101,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,FALSE
42,entrepreneur,married,professional,yes,no,jul,cell,576,7,999,0,1.4,93.918,-42.7,4.968,5228.1,FALSE
80,retired,divorced,primary,yes,no,apr,cell,354,1,999,0,-1.8,93.749,-34.6,0.642,5008.7,FALSE
